"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"11-Feb-2025","EQ","5,138.85","5,139.50","4,954.95","5,335.35","4,977.95","4,972.35","5,024.15","5,575.50","3,672.00","22,72,410","11,41,69,17,833.35","1,91,586"
"10-Feb-2025","EQ","5,400.00","5,444.90","5,307.40","5,372.55","5,327.80","5,335.35","5,363.74","5,575.50","3,672.00","6,31,815","3,38,88,91,373.95","83,029"
"07-Feb-2025","EQ","5,368.65","5,399.00","5,320.05","5,342.00","5,391.85","5,372.55","5,349.58","5,575.50","3,672.00","6,04,384","3,23,31,98,487.95","82,257"
"06-Feb-2025","EQ","5,428.10","5,445.05","5,330.90","5,417.20","5,350.00","5,342.00","5,366.36","5,575.50","3,672.00","3,61,000","1,93,72,56,939.80","69,431"
"05-Feb-2025","EQ","5,450.00","5,470.00","5,351.00","5,450.10","5,428.10","5,417.20","5,409.30","5,575.50","3,672.00","4,42,234","2,39,21,76,949.25","56,295"
"04-Feb-2025","EQ","5,536.55","5,554.15","5,442.00","5,485.25","5,451.00","5,450.10","5,488.02","5,575.50","3,672.00","5,91,631","3,24,68,83,756.10","75,856"
"03-Feb-2025","EQ","5,575.00","5,575.50","5,406.90","5,390.15","5,474.00","5,485.25","5,487.61","5,575.50","3,672.00","13,30,533","7,30,14,43,114.00","1,29,014"
"01-Feb-2025","EQ","5,214.80","5,423.05","5,130.10","5,194.30","5,394.45","5,390.15","5,307.89","5,423.05","3,590.05","6,09,534","3,23,53,36,405.20","73,765"
"31-Jan-2025","EQ","5,165.00","5,244.00","5,145.00","5,164.35","5,198.25","5,194.30","5,195.28","5,385.70","3,590.05","3,94,118","2,04,75,53,046.80","46,769"
"30-Jan-2025","EQ","5,182.90","5,268.00","5,140.05","5,182.90","5,160.00","5,164.35","5,195.41","5,385.70","3,590.05","4,80,830","2,49,81,08,254.25","66,946"
"29-Jan-2025","EQ","5,080.55","5,235.00","5,080.55","5,105.40","5,181.25","5,182.90","5,188.33","5,385.70","3,590.05","3,57,310","1,85,38,43,892.05","60,599"
"28-Jan-2025","EQ","5,160.00","5,194.00","5,090.00","5,144.50","5,100.50","5,105.40","5,152.72","5,385.70","3,590.05","6,03,950","3,11,19,87,659.50","75,657"
"27-Jan-2025","EQ","5,190.00","5,208.00","5,115.60","5,206.30","5,140.00","5,144.50","5,149.94","5,385.70","3,590.05","4,18,597","2,15,57,51,182.35","68,398"
"24-Jan-2025","EQ","5,134.00","5,224.50","5,115.05","5,116.20","5,190.25","5,206.30","5,182.66","5,385.70","3,562.45","7,30,641","3,78,66,66,191.75","77,961"
"23-Jan-2025","EQ","4,996.60","5,158.00","4,977.80","5,009.70","5,111.00","5,116.20","5,092.53","5,385.70","3,562.45","4,42,186","2,25,18,44,469.45","73,775"
"22-Jan-2025","EQ","4,980.00","5,025.00","4,953.20","4,969.95","4,996.50","5,009.70","4,992.52","5,385.70","3,562.45","4,94,734","2,46,99,68,685.15","64,810"
"21-Jan-2025","EQ","5,032.35","5,080.00","4,960.00","5,016.75","4,968.70","4,969.95","5,011.12","5,385.70","3,562.45","4,16,551","2,08,73,88,107.50","46,004"
"20-Jan-2025","EQ","5,012.35","5,038.45","4,930.00","5,012.30","5,018.10","5,016.75","4,998.89","5,385.70","3,562.45","2,55,315","1,27,62,91,431.35","34,026"
"17-Jan-2025","EQ","5,005.00","5,075.40","4,998.05","5,047.80","5,021.25","5,012.30","5,027.95","5,385.70","3,562.45","1,97,564","99,33,41,437.65","25,283"
"16-Jan-2025","EQ","5,112.05","5,134.10","5,034.90","5,081.90","5,060.95","5,047.80","5,075.59","5,385.70","3,562.45","4,35,315","2,20,94,80,527.55","50,913"
"15-Jan-2025","EQ","5,037.90","5,093.40","5,004.20","5,029.55","5,089.70","5,081.90","5,060.71","5,385.70","3,562.45","4,97,259","2,51,64,85,152.45","45,744"
"14-Jan-2025","EQ","4,950.05","5,041.35","4,950.05","4,939.10","5,033.10","5,029.55","5,006.42","5,385.70","3,562.45","4,48,429","2,24,50,23,617.65","38,762"
"13-Jan-2025","EQ","5,010.00","5,024.20","4,925.60","5,058.45","4,946.55","4,939.10","4,958.84","5,385.70","3,562.45","2,13,093","1,05,66,93,933.55","42,628"
"10-Jan-2025","EQ","5,150.00","5,162.70","5,040.00","5,139.90","5,061.45","5,058.45","5,075.72","5,385.70","3,562.45","3,16,803","1,60,80,04,360.85","52,887"
"09-Jan-2025","EQ","5,186.30","5,195.85","5,105.00","5,163.20","5,153.55","5,139.90","5,140.83","5,385.70","3,562.45","2,39,408","1,23,07,56,888.55","53,390"
"08-Jan-2025","EQ","5,212.20","5,237.85","5,134.30","5,177.30","5,163.75","5,163.20","5,171.49","5,385.70","3,562.45","3,43,162","1,77,46,58,603.50","69,284"
"07-Jan-2025","EQ","5,250.10","5,292.00","5,166.50","5,250.10","5,175.00","5,177.30","5,205.63","5,385.70","3,562.45","4,39,721","2,28,90,22,759.00","73,865"
"06-Jan-2025","EQ","5,310.75","5,350.00","5,188.45","5,310.75","5,246.00","5,250.10","5,257.03","5,385.70","3,562.45","4,19,050","2,20,29,58,391.65","54,279"
"03-Jan-2025","EQ","5,325.00","5,385.70","5,270.75","5,308.10","5,310.00","5,310.75","5,325.66","5,385.70","3,562.45","8,36,689","4,45,59,22,961.50","79,634"
"02-Jan-2025","EQ","4,885.00","5,330.00","4,867.25","4,885.30","5,303.00","5,308.10","5,194.51","5,330.00","3,562.45","28,63,478","14,87,43,73,119.00","2,36,386"
"01-Jan-2025","EQ","4,829.00","4,906.45","4,742.45","4,821.90","4,867.25","4,885.30","4,835.92","5,105.00","3,562.45","2,90,234","1,40,35,47,368.70","39,120"
"31-Dec-2024","EQ","4,827.00","4,872.40","4,810.00","4,855.80","4,825.00","4,821.90","4,839.75","5,105.00","3,562.45","3,13,948","1,51,94,29,728.05","33,582"
"30-Dec-2024","EQ","4,890.00","4,904.95","4,832.30","4,876.90","4,850.00","4,855.80","4,870.85","5,105.00","3,562.45","2,42,799","1,18,26,37,597.05","35,170"
"27-Dec-2024","EQ","4,820.00","4,954.95","4,789.55","4,801.35","4,874.00","4,876.90","4,897.11","5,105.00","3,562.45","4,08,992","2,00,28,78,067.80","49,541"
"26-Dec-2024","EQ","4,792.90","4,824.35","4,772.00","4,792.90","4,800.00","4,801.35","4,796.38","5,105.00","3,562.45","3,28,172","1,57,40,38,704.10","39,609"
"24-Dec-2024","EQ","4,750.55","4,808.00","4,738.65","4,750.55","4,800.00","4,792.90","4,784.68","5,105.00","3,562.45","2,27,611","1,08,90,45,934.95","28,645"
"23-Dec-2024","EQ","4,750.00","4,776.20","4,698.00","4,734.50","4,756.95","4,750.55","4,747.80","5,105.00","3,562.45","3,71,318","1,76,29,42,881.90","46,896"
"20-Dec-2024","EQ","4,748.00","4,822.45","4,720.00","4,771.95","4,740.00","4,734.50","4,764.90","5,105.00","3,562.45","3,86,086","1,83,96,59,681.80","40,390"
"19-Dec-2024","EQ","4,710.00","4,780.00","4,673.60","4,749.85","4,770.00","4,771.95","4,741.97","5,105.00","3,562.45","5,00,287","2,37,23,46,460.85","64,173"
"18-Dec-2024","EQ","4,724.00","4,799.35","4,716.35","4,742.65","4,758.95","4,749.85","4,764.63","5,105.00","3,562.45","3,31,577","1,57,98,42,543.95","29,155"
"17-Dec-2024","EQ","4,808.10","4,830.00","4,726.95","4,838.50","4,730.00","4,742.65","4,777.02","5,105.00","3,562.45","4,02,231","1,92,14,64,369.25","33,489"
"16-Dec-2024","EQ","4,820.00","4,865.00","4,800.00","4,825.90","4,822.00","4,838.50","4,827.91","5,105.00","3,562.45","4,04,180","1,95,13,45,500.15","31,195"
"13-Dec-2024","EQ","4,788.00","4,858.45","4,754.20","4,807.65","4,831.00","4,825.90","4,808.21","5,105.00","3,562.45","4,04,369","1,94,42,91,918.80","32,779"
"12-Dec-2024","EQ","4,801.95","4,820.00","4,775.00","4,801.95","4,802.70","4,807.65","4,798.80","5,105.00","3,562.45","2,36,847","1,13,65,81,257.35","37,435"
"11-Dec-2024","EQ","4,822.00","4,833.60","4,795.10","4,813.05","4,803.35","4,801.95","4,810.77","5,105.00","3,562.45","2,40,736","1,15,81,24,479.90","29,297"
"10-Dec-2024","EQ","4,840.00","4,874.90","4,797.50","4,842.10","4,815.60","4,813.05","4,823.61","5,105.00","3,562.45","3,42,297","1,65,11,07,195.40","36,118"
"09-Dec-2024","EQ","4,886.60","4,888.00","4,815.00","4,877.05","4,857.40","4,842.10","4,841.16","5,105.00","3,562.45","3,77,043","1,82,53,26,125.50","28,283"
"06-Dec-2024","EQ","4,851.00","4,928.70","4,827.55","4,837.55","4,882.85","4,877.05","4,881.97","5,105.00","3,562.45","3,27,806","1,60,03,40,003.65","36,748"
"05-Dec-2024","EQ","4,797.05","4,880.00","4,760.00","4,797.05","4,826.05","4,837.55","4,815.03","5,105.00","3,562.45","5,25,957","2,53,24,99,340.10","77,188"
"04-Dec-2024","EQ","4,836.05","4,878.80","4,751.00","4,844.35","4,803.55","4,797.05","4,807.13","5,105.00","3,562.45","3,49,544","1,68,03,02,375.50","42,361"
"03-Dec-2024","EQ","4,820.75","4,870.00","4,820.75","4,820.70","4,842.00","4,844.35","4,842.19","5,105.00","3,562.45","3,51,449","1,70,17,82,565.60","47,974"
"02-Dec-2024","EQ","4,838.05","4,845.50","4,693.55","4,831.85","4,824.95","4,820.70","4,800.07","5,105.00","3,562.45","2,50,521","1,20,25,19,159.05","31,210"
"29-Nov-2024","EQ","4,838.00","4,864.30","4,808.00","4,815.70","4,832.20","4,831.85","4,833.97","5,105.00","3,562.45","4,07,774","1,97,11,67,857.30","33,922"
"28-Nov-2024","EQ","4,920.00","4,920.00","4,793.80","4,917.50","4,849.00","4,815.70","4,833.49","5,105.00","3,562.45","9,54,250","4,61,23,61,482.25","1,11,888"
"27-Nov-2024","EQ","4,933.00","4,971.90","4,890.10","4,931.75","4,923.00","4,917.50","4,922.02","5,105.00","3,562.45","1,89,349","93,19,79,840.35","28,494"
"26-Nov-2024","EQ","5,009.00","5,014.35","4,875.00","5,002.35","4,947.00","4,931.75","4,920.24","5,105.00","3,562.45","5,64,637","2,77,81,51,704.00","59,597"
"25-Nov-2024","EQ","4,999.00","5,067.00","4,988.00","4,986.20","5,009.00","5,002.35","5,014.01","5,105.00","3,562.45","9,45,466","4,74,05,75,647.90","66,541"
"22-Nov-2024","EQ","4,913.00","5,005.00","4,882.00","4,882.10","4,980.50","4,986.20","4,951.57","5,105.00","3,562.45","3,39,941","1,68,32,41,250.30","57,001"
"21-Nov-2024","EQ","4,890.30","4,958.00","4,867.40","4,965.45","4,895.00","4,882.10","4,905.07","5,105.00","3,562.45","5,93,722","2,91,22,47,388.40","79,979"
"19-Nov-2024","EQ","4,880.00","5,014.05","4,880.00","4,875.65","4,953.00","4,965.45","4,976.95","5,105.00","3,562.45","4,52,273","2,25,09,39,661.10","54,001"
"18-Nov-2024","EQ","4,879.95","4,914.00","4,863.00","4,883.70","4,874.00","4,875.65","4,888.48","5,105.00","3,562.45","4,94,329","2,41,65,17,437.70","65,184"
"14-Nov-2024","EQ","4,725.45","4,973.00","4,705.30","4,588.70","4,890.95","4,883.70","4,912.07","5,105.00","3,562.45","28,74,648","14,12,04,83,874.35","1,97,367"
"13-Nov-2024","EQ","4,700.00","4,719.95","4,536.05","4,738.20","4,598.80","4,588.70","4,593.50","5,105.00","3,562.45","6,56,931","3,01,76,13,123.10","65,871"
"12-Nov-2024","EQ","4,788.00","4,807.25","4,705.55","4,793.45","4,719.00","4,738.20","4,746.31","5,105.00","3,562.45","3,26,018","1,54,73,83,469.20","48,915"
"11-Nov-2024","EQ","4,762.00","4,832.60","4,750.30","4,785.25","4,789.10","4,793.45","4,801.84","5,105.00","3,562.45","2,09,237","1,00,47,23,215.35","24,620"
"08-Nov-2024","EQ","4,875.00","4,877.95","4,755.35","4,878.00","4,792.20","4,785.25","4,802.10","5,105.00","3,437.45","1,94,765","93,52,80,496.80","34,777"
"07-Nov-2024","EQ","4,917.15","4,920.95","4,817.65","4,917.15","4,875.00","4,878.00","4,860.81","5,105.00","3,437.45","2,21,554","1,07,69,30,944.00","29,733"
"06-Nov-2024","EQ","4,910.95","4,960.40","4,906.95","4,899.80","4,920.95","4,917.15","4,933.49","5,105.00","3,437.45","3,70,356","1,82,71,46,105.15","47,097"
"05-Nov-2024","EQ","4,831.85","4,910.00","4,808.00","4,831.85","4,910.00","4,899.80","4,878.86","5,105.00","3,437.45","4,99,976","2,43,93,13,859.80","60,862"
"04-Nov-2024","EQ","5,002.45","5,015.00","4,791.05","4,953.60","4,830.35","4,831.85","4,874.60","5,105.00","3,437.45","7,19,165","3,50,56,39,875.20","81,208"
"01-Nov-2024","EQ","4,984.85","4,990.00","4,930.00","4,894.65","4,940.00","4,953.60","4,961.13","5,105.00","3,275.00","79,729","39,55,46,092.20","7,715"
"31-Oct-2024","EQ","4,869.00","4,915.00","4,820.70","4,869.25","4,909.95","4,894.65","4,886.53","5,105.00","3,275.00","5,10,074","2,49,24,90,505.15","62,287"
"30-Oct-2024","EQ","4,850.10","4,947.75","4,850.10","4,898.15","4,866.20","4,869.25","4,906.05","5,105.00","3,275.00","8,42,334","4,13,25,35,704.40","78,134"
"29-Oct-2024","EQ","4,688.00","4,918.55","4,685.45","4,720.65","4,880.00","4,898.15","4,810.84","5,105.00","3,275.00","10,65,819","5,12,74,84,242.65","97,905"
"28-Oct-2024","EQ","4,591.60","4,765.00","4,533.65","4,591.60","4,697.95","4,720.65","4,671.34","5,105.00","3,275.00","9,89,928","4,62,42,93,659.30","69,991"
"25-Oct-2024","EQ","4,650.00","4,672.65","4,508.75","4,668.50","4,601.00","4,591.60","4,571.69","5,105.00","3,275.00","4,46,738","2,04,23,46,129.35","52,913"
"24-Oct-2024","EQ","4,665.00","4,684.65","4,630.15","4,677.75","4,670.00","4,668.50","4,664.53","5,105.00","3,275.00","2,88,778","1,34,70,13,612.20","32,211"
"23-Oct-2024","EQ","4,722.55","4,725.45","4,653.15","4,759.05","4,660.70","4,677.75","4,689.55","5,105.00","3,275.00","6,55,987","3,07,62,85,095.75","47,729"
"22-Oct-2024","EQ","4,810.45","4,826.20","4,749.65","4,810.45","4,759.45","4,759.05","4,780.29","5,105.00","3,275.00","5,28,037","2,52,41,70,712.70","31,633"
"21-Oct-2024","EQ","4,765.00","4,852.85","4,743.00","4,765.65","4,798.10","4,810.45","4,808.67","5,105.00","3,275.00","7,45,473","3,58,47,31,998.20","84,577"
"18-Oct-2024","EQ","4,613.90","4,799.90","4,612.05","4,623.85","4,761.75","4,765.65","4,751.48","5,105.00","3,275.00","7,78,795","3,70,04,28,240.80","73,635"
"17-Oct-2024","EQ","4,645.00","4,654.95","4,521.00","4,678.25","4,632.05","4,623.85","4,598.87","5,105.00","3,275.00","5,14,244","2,36,49,43,830.25","64,067"
"16-Oct-2024","EQ","4,724.00","4,734.00","4,641.00","4,722.10","4,675.00","4,678.25","4,678.73","5,105.00","3,275.00","3,80,474","1,78,01,35,443.95","56,872"
"15-Oct-2024","EQ","4,779.75","4,799.90","4,695.90","4,779.80","4,723.00","4,722.10","4,730.29","5,105.00","3,275.00","3,70,224","1,75,12,66,394.65","44,974"
"14-Oct-2024","EQ","4,749.00","4,810.00","4,730.65","4,728.05","4,777.55","4,779.80","4,775.15","5,105.00","3,275.00","3,46,430","1,65,42,54,300.80","37,718"
"11-Oct-2024","EQ","4,704.00","4,808.15","4,660.00","4,697.90","4,735.90","4,728.05","4,723.82","5,105.00","3,275.00","8,44,931","3,99,13,01,696.80","50,992"
"10-Oct-2024","EQ","4,737.80","4,769.00","4,690.00","4,708.90","4,696.40","4,697.90","4,724.78","5,105.00","3,275.00","3,05,739","1,44,45,50,271.10","53,554"
"09-Oct-2024","EQ","4,698.90","4,737.90","4,660.00","4,693.45","4,716.85","4,708.90","4,692.24","5,105.00","3,275.00","9,30,717","4,36,71,49,330.15","57,953"
"08-Oct-2024","EQ","4,650.00","4,738.50","4,586.20","4,667.95","4,697.60","4,693.45","4,663.66","5,105.00","3,275.00","6,61,110","3,08,31,93,850.05","69,357"
"07-Oct-2024","EQ","4,748.80","4,748.80","4,650.00","4,706.80","4,669.50","4,667.95","4,689.13","5,105.00","3,275.00","4,47,523","2,09,84,92,356.65","51,464"
"04-Oct-2024","EQ","4,782.00","4,802.80","4,690.85","4,782.50","4,713.00","4,706.80","4,745.41","5,105.00","3,275.00","4,66,001","2,21,13,67,848.55","56,511"
"03-Oct-2024","EQ","4,930.00","4,950.00","4,711.00","4,972.65","4,792.00","4,782.50","4,801.05","5,105.00","3,275.00","13,37,657","6,42,21,53,242.80","1,15,812"
"01-Oct-2024","EQ","5,026.30","5,045.95","4,952.00","5,026.25","4,977.40","4,972.65","4,977.82","5,105.00","3,275.00","4,49,002","2,23,50,50,383.45","54,231"
"30-Sep-2024","EQ","5,062.00","5,085.00","4,998.50","5,062.60","5,036.15","5,026.25","5,034.83","5,105.00","3,275.00","5,16,973","2,60,28,73,587.80","46,266"
"27-Sep-2024","EQ","4,990.00","5,105.00","4,953.35","4,994.25","5,062.75","5,062.60","5,048.83","5,105.00","3,275.00","10,40,624","5,25,39,35,283.05","76,461"
"26-Sep-2024","EQ","4,915.00","4,999.90","4,890.00","4,895.25","4,990.00","4,994.25","4,962.78","5,062.20","3,275.00","7,90,345","3,92,23,04,862.90","81,397"
"25-Sep-2024","EQ","4,851.00","4,920.00","4,851.00","4,876.90","4,893.00","4,895.25","4,889.21","5,062.20","3,275.00","6,65,986","3,25,61,46,738.30","46,761"
"24-Sep-2024","EQ","4,887.50","4,894.95","4,855.00","4,879.55","4,879.00","4,876.90","4,875.01","5,062.20","3,275.00","4,81,696","2,34,82,72,082.10","56,007"
"23-Sep-2024","EQ","4,990.00","4,991.40","4,854.65","4,963.15","4,882.00","4,879.55","4,886.78","5,062.20","3,275.00","8,99,953","4,39,78,74,827.50","72,032"
"20-Sep-2024","EQ","4,866.80","5,062.20","4,854.40","4,864.90","4,982.20","4,963.15","4,984.42","5,062.20","3,275.00","13,32,877","6,64,36,14,815.40","98,013"
"19-Sep-2024","EQ","4,875.00","4,923.80","4,845.10","4,850.35","4,873.00","4,864.90","4,876.33","5,058.90","3,275.00","3,57,206","1,74,18,54,126.70","46,496"
"18-Sep-2024","EQ","4,864.00","4,878.70","4,812.25","4,850.20","4,852.10","4,850.35","4,847.96","5,058.90","3,275.00","2,95,359","1,43,18,89,242.20","38,831"
"17-Sep-2024","EQ","4,898.50","4,898.50","4,816.65","4,899.20","4,850.00","4,850.20","4,849.42","5,058.90","3,275.00","3,56,442","1,72,85,36,190.15","47,703"
"16-Sep-2024","EQ","4,884.95","4,938.75","4,860.00","4,858.30","4,901.10","4,899.20","4,904.87","5,058.90","3,275.00","4,53,831","2,22,59,80,660.00","41,162"
"13-Sep-2024","EQ","4,857.90","4,881.40","4,828.00","4,875.00","4,874.00","4,858.30","4,858.49","5,058.90","3,275.00","3,15,869","1,53,46,45,322.80","30,757"
"12-Sep-2024","EQ","4,744.90","4,895.00","4,717.70","4,726.65","4,857.90","4,875.00","4,788.65","5,058.90","3,275.00","7,57,317","3,62,65,26,239.30","75,969"
"11-Sep-2024","EQ","4,730.00","4,779.50","4,702.00","4,737.20","4,715.00","4,726.65","4,740.69","5,058.90","3,275.00","3,84,214","1,82,14,38,218.55","50,021"
"10-Sep-2024","EQ","4,749.00","4,767.50","4,689.35","4,747.35","4,722.55","4,737.20","4,738.24","5,058.90","3,275.00","4,04,100","1,91,47,24,614.70","45,440"
"09-Sep-2024","EQ","4,752.50","4,780.00","4,716.10","4,752.50","4,743.00","4,747.35","4,741.73","5,058.90","3,275.00","2,72,444","1,29,18,57,089.30","32,035"
"06-Sep-2024","EQ","4,794.70","4,830.00","4,740.20","4,800.10","4,748.00","4,752.50","4,767.54","5,058.90","3,275.00","2,91,111","1,38,78,81,952.15","43,601"
"05-Sep-2024","EQ","4,850.00","4,863.10","4,787.15","4,833.55","4,800.00","4,800.10","4,816.89","5,058.90","3,275.00","3,98,344","1,91,87,79,104.25","40,109"
"04-Sep-2024","EQ","4,830.00","4,877.45","4,821.20","4,865.80","4,850.00","4,833.55","4,845.14","5,058.90","3,275.00","4,76,838","2,31,03,45,252.10","38,114"
"03-Sep-2024","EQ","4,923.95","4,940.00","4,856.05","4,911.95","4,871.00","4,865.80","4,899.43","5,058.90","3,275.00","2,63,404","1,29,05,30,752.00","29,068"
"02-Sep-2024","EQ","4,949.75","5,011.00","4,887.75","4,960.50","4,919.80","4,911.95","4,932.48","5,058.90","3,275.00","3,10,778","1,53,29,05,201.75","38,630"
"30-Aug-2024","EQ","4,901.05","4,979.50","4,896.00","4,915.90","4,956.25","4,960.50","4,954.46","5,058.90","3,275.00","4,65,200","2,30,48,14,046.35","39,475"
"29-Aug-2024","EQ","4,946.85","4,994.40","4,880.00","4,946.85","4,902.65","4,915.90","4,915.78","5,058.90","3,275.00","5,71,335","2,80,85,59,053.95","57,833"
"28-Aug-2024","EQ","4,870.00","4,975.75","4,840.00","4,868.85","4,940.00","4,946.85","4,939.41","5,058.90","3,275.00","4,24,484","2,09,67,02,521.85","36,873"
"27-Aug-2024","EQ","4,866.05","4,887.25","4,836.70","4,875.20","4,885.00","4,868.85","4,856.92","5,058.90","3,275.00","3,82,109","1,85,58,73,022.85","28,629"
"26-Aug-2024","EQ","4,902.00","4,915.95","4,865.05","4,898.10","4,869.20","4,875.20","4,880.99","5,058.90","3,275.00","3,14,431","1,53,47,34,237.55","34,292"
"23-Aug-2024","EQ","4,920.00","4,967.85","4,882.30","4,933.55","4,898.00","4,898.10","4,924.44","5,058.90","3,275.00","2,08,413","1,02,63,16,859.80","22,853"
"22-Aug-2024","EQ","4,932.20","4,949.00","4,905.60","4,913.55","4,934.95","4,933.55","4,934.03","5,058.90","3,275.00","5,36,373","2,64,64,79,128.35","50,693"
"21-Aug-2024","EQ","4,890.00","4,925.00","4,867.00","4,883.25","4,915.00","4,913.55","4,907.06","5,058.90","3,275.00","2,21,438","1,08,66,09,971.45","18,403"
"20-Aug-2024","EQ","4,848.90","4,898.00","4,824.30","4,813.30","4,878.75","4,883.25","4,875.92","5,058.90","3,275.00","5,23,506","2,55,25,74,226.85","32,288"
"19-Aug-2024","EQ","4,848.00","4,848.00","4,780.00","4,818.00","4,806.00","4,813.30","4,805.37","5,058.90","3,275.00","2,80,722","1,34,89,73,721.65","24,105"
"16-Aug-2024","EQ","4,735.10","4,825.00","4,735.10","4,733.25","4,815.25","4,818.00","4,792.03","5,058.90","3,274.90","2,59,101","1,24,16,19,182.50","24,087"
"14-Aug-2024","EQ","4,810.95","4,820.00","4,716.00","4,802.25","4,740.80","4,733.25","4,743.84","5,058.90","3,274.90","3,28,795","1,55,97,50,712.30","37,790"
"13-Aug-2024","EQ","4,810.20","4,834.90","4,790.10","4,808.80","4,800.00","4,802.25","4,810.78","5,058.90","3,274.90","1,94,849","93,73,76,232.60","23,911"
"12-Aug-2024","EQ","4,799.00","4,852.05","4,793.35","4,830.60","4,814.00","4,808.80","4,822.64","5,058.90","3,274.90","7,38,630","3,56,21,44,973.60","42,464"
"09-Aug-2024","EQ","4,805.65","4,853.00","4,716.95","4,576.90","4,837.00","4,830.60","4,799.33","5,058.90","3,274.90","16,97,560","8,14,71,50,240.00","1,13,673"
"08-Aug-2024","EQ","4,624.00","4,641.95","4,548.00","4,597.15","4,578.00","4,576.90","4,584.10","5,058.90","3,274.90","9,79,435","4,48,98,30,104.10","77,589"
"07-Aug-2024","EQ","4,664.95","4,690.00","4,579.40","4,653.90","4,618.00","4,597.15","4,617.20","5,058.90","3,274.90","10,93,582","5,04,92,90,227.15","71,203"
"06-Aug-2024","EQ","4,687.00","4,752.00","4,638.05","4,675.75","4,669.00","4,653.90","4,677.96","5,058.90","3,274.90","5,94,238","2,77,98,23,747.70","48,420"
"05-Aug-2024","EQ","4,612.15","4,693.35","4,555.00","4,726.70","4,659.95","4,675.75","4,624.71","5,058.90","3,274.90","9,46,316","4,37,64,40,806.85","79,904"
